State,Year,Grade,Population,Date,Killed_(includes_shooter),Wounded,Total_Injured_Killed_Victims,Number_of_Shots_Fired
AK,1982,0,0,1.0,0.0,1.0,1.0,1.0
AK,1987,0,0,1.0,1.0,0.0,1.0,1.0
AK,1997,0,0,1.0,2.0,2.0,4.0,0.0
AK,2000,0,0,1.0,0.0,0.0,0.0,1.0
AK,2005,0,0,1.0,0.0,0.0,0.0,0.0
AK,2010,0,714015,0.0,0.0,0.0,0.0,0.0
AK,2011,0,722259,0.0,0.0,0.0,0.0,0.0
AK,2012,F,730825,1.0,0.0,1.0,1.0,0.0
AK,2013,F,736760,0.0,0.0,0.0,0.0,0.0
AK,2014,F,736759,0.0,0.0,0.0,0.0,0.0
AK,2015,F,737979,1.0,0.0,2.0,2.0,0.0
AK,2016,F,741522,1.0,0.0,1.0,1.0,1.0
AK,2017,F,739795,0.0,0.0,0.0,0.0,0.0
AK,2018,F,"737,438",1.0,0.0,1.0,1.0,1.0
AL,1973,0,0,1.0,0.0,1.0,1.0,1.0
AL,1978,0,0,1.0,0.0,1.0,1.0,1.0
AL,1980,0,0,4.0,2.0,3.0,5.0,3.0
AL,1982,0,0,1.0,1.0,0.0,1.0,1.0
AL,1985,0,0,1.0,1.0,1.0,2.0,1.0
AL,1988,0,0,2.0,0.0,1.0,1.0,1.0
AL,1991,0,0,1.0,0.0,2.0,2.0,1.0
AL,1992,0,0,2.0,1.0,1.0,2.0,2.0
AL,1994,0,0,1.0,0.0,1.0,1.0,0.0
AL,1995,0,0,1.0,0.0,1.0,1.0,0.0
AL,1996,0,0,1.0,1.0,0.0,1.0,0.0
AL,2004,0,0,2.0,0.0,2.0,2.0,2.0
AL,2006,0,0,2.0,0.0,2.0,2.0,0.0
AL,2008,0,0,2.0,1.0,1.0,2.0,2.0
AL,2010,0,4785579,2.0,1.0,1.0,2.0,1.0
AL,2011,0,4798649,0.0,0.0,0.0,0.0,0.0
AL,2012,D,4813946,1.0,0.0,0.0,0.0,0.0
AL,2013,D-,4827660,1.0,0.0,0.0,0.0,1.0
AL,2014,F,4840037,0.0,0.0,0.0,0.0,0.0
AL,2015,F,4850858,1.0,0.0,1.0,1.0,0.0
AL,2016,F,4860545,2.0,0.0,2.0,2.0,1.0
AL,2017,F,4874747,2.0,0.0,0.0,0.0,2.0
AL,2018,F,"4,887,871",3.0,1.0,2.0,3.0,1.0
AL,2019,0,0,2.0,0.0,2.0,2.0,1.0
AR,1970,0,0,1.0,1.0,5.0,6.0,0.0
AR,1974,0,0,1.0,1.0,1.0,2.0,0.0
AR,1980,0,0,1.0,1.0,0.0,1.0,1.0
AR,1981,0,0,1.0,0.0,1.0,1.0,0.0
AR,1987,0,0,1.0,0.0,1.0,1.0,1.0
AR,1996,0,0,1.0,1.0,0.0,1.0,0.0
AR,1997,0,0,1.0,0.0,2.0,2.0,0.0
AR,1998,0,0,1.0,5.0,10.0,15.0,0.0
AR,2010,0,2921737,0.0,0.0,0.0,0.0,0.0
AR,2011,0,2938640,0.0,0.0,0.0,0.0,0.0
AR,2012,F,2949208,0.0,0.0,0.0,0.0,0.0
AR,2013,F,2956780,0.0,0.0,0.0,0.0,0.0
AR,2014,F,2964800,0.0,0.0,0.0,0.0,0.0
AR,2015,F,2975626,0.0,0.0,0.0,0.0,0.0
AR,2016,F,2988231,0.0,0.0,0.0,0.0,0.0
AR,2017,F,3004279,1.0,0.0,1.0,1.0,0.0
AR,2018,F,"3,013,825",1.0,0.0,0.0,0.0,1.0
AZ,1971,0,0,1.0,0.0,1.0,1.0,1.0
AZ,1976,0,0,1.0,0.0,1.0,1.0,1.0
AZ,1987,0,0,1.0,1.0,3.0,4.0,0.0
AZ,1989,0,0,1.0,1.0,0.0,1.0,1.0
AZ,1992,0,0,1.0,1.0,0.0,1.0,0.0
AZ,2000,0,0,3.0,2.0,1.0,3.0,3.0
AZ,2010,0,6407002,0.0,0.0,0.0,0.0,0.0
AZ,2011,0,6465488,0.0,0.0,0.0,0.0,0.0
AZ,2012,F,6544211,0.0,0.0,0.0,0.0,0.0
AZ,2013,F,6616124,0.0,0.0,0.0,0.0,0.0
AZ,2014,F,6706435,1.0,0.0,0.0,0.0,0.0
AZ,2015,F,6802262,1.0,1.0,0.0,1.0,1.0
AZ,2016,F,6908642,1.0,2.0,0.0,2.0,1.0
AZ,2017,F,7016270,0.0,0.0,0.0,0.0,0.0
AZ,2018,F,"7,171,646",1.0,1.0,0.0,1.0,1.0
CA,1970,0,0,1.0,0.0,2.0,2.0,0.0
CA,1971,0,0,1.0,0.0,4.0,4.0,0.0
CA,1972,0,0,2.0,0.0,6.0,6.0,2.0
CA,1973,0,0,4.0,1.0,8.0,9.0,4.0
CA,1974,0,0,5.0,4.0,3.0,7.0,2.0
CA,1975,0,0,1.0,0.0,1.0,1.0,1.0
CA,1977,0,0,1.0,0.0,0.0,0.0,1.0
CA,1978,0,0,1.0,0.0,1.0,1.0,1.0
CA,1979,0,0,2.0,3.0,9.0,12.0,1.0
CA,1980,0,0,1.0,0.0,10.0,10.0,1.0
CA,1981,0,0,1.0,1.0,0.0,1.0,1.0
CA,1983,0,0,2.0,0.0,6.0,6.0,0.0
CA,1984,0,0,2.0,2.0,24.0,26.0,1.0
CA,1986,0,0,4.0,3.0,2.0,5.0,1.0
CA,1987,0,0,2.0,1.0,1.0,2.0,2.0
CA,1988,0,0,1.0,0.0,0.0,0.0,1.0
CA,1989,0,0,3.0,7.0,33.0,40.0,3.0
CA,1990,0,0,1.0,1.0,1.0,2.0,0.0
CA,1991,0,0,6.0,2.0,4.0,6.0,0.0
CA,1992,0,0,5.0,4.0,18.0,22.0,3.0
CA,1993,0,0,6.0,6.0,2.0,8.0,2.0
CA,1994,0,0,7.0,5.0,4.0,9.0,3.0
CA,1995,0,0,2.0,3.0,1.0,4.0,1.0
CA,1996,0,0,6.0,5.0,4.0,9.0,3.0
CA,1997,0,0,5.0,6.0,1.0,7.0,2.0
CA,1998,0,0,6.0,4.0,5.0,9.0,3.0
CA,1999,0,0,2.0,1.0,1.0,2.0,1.0
CA,2000,0,0,4.0,2.0,1.0,3.0,2.0
CA,2001,0,0,7.0,4.0,22.0,26.0,5.0
CA,2002,0,0,3.0,0.0,4.0,4.0,1.0
CA,2003,0,0,2.0,1.0,2.0,3.0,2.0
CA,2004,0,0,7.0,3.0,8.0,11.0,2.0
CA,2005,0,0,4.0,3.0,1.0,4.0,2.0
CA,2006,0,0,4.0,2.0,3.0,5.0,3.0
CA,2007,0,0,5.0,1.0,5.0,6.0,2.0
CA,2008,0,0,12.0,6.0,6.0,12.0,7.0
CA,2009,0,0,5.0,1.0,6.0,7.0,3.0
CA,2010,0,37327690,3.0,1.0,3.0,4.0,2.0
CA,2011,0,37672654,2.0,1.0,2.0,3.0,2.0
CA,2012,A-,38019006,0.0,0.0,0.0,0.0,0.0
CA,2013,A-,38347383,4.0,1.0,6.0,7.0,4.0
CA,2014,A-,38701278,1.0,0.0,1.0,1.0,0.0
CA,2015,A-,39032444,1.0,1.0,0.0,1.0,0.0
CA,2016,A,39296476,1.0,0.0,4.0,4.0,0.0
CA,2017,A,39536653,6.0,9.0,26.0,35.0,1.0
CA,2018,A,"39,557,045",6.0,0.0,9.0,9.0,5.0
CA,2019,0,0,1.0,1.0,0.0,1.0,0.0
CO,1977,0,0,1.0,0.0,1.0,1.0,1.0
CO,1982,0,0,1.0,1.0,0.0,1.0,1.0
CO,1999,0,0,1.0,15.0,21.0,36.0,1.0
CO,2000,0,0,1.0,0.0,1.0,1.0,0.0
CO,2003,0,0,1.0,0.0,0.0,0.0,1.0
CO,2005,0,0,1.0,0.0,2.0,2.0,0.0
CO,2006,0,0,1.0,2.0,0.0,2.0,0.0
CO,2008,0,0,1.0,1.0,0.0,1.0,1.0
CO,2010,0,5048029,2.0,0.0,3.0,3.0,2.0
CO,2011,0,5116411,0.0,0.0,0.0,0.0,0.0
CO,2012,D,5186330,0.0,0.0,0.0,0.0,0.0
CO,2013,C,5262556,1.0,2.0,0.0,2.0,1.0
CO,2014,C-,5342311,0.0,0.0,0.0,0.0,0.0
CO,2015,C-,5440445,0.0,0.0,0.0,0.0,0.0
CO,2016,C,5530105,3.0,2.0,1.0,3.0,3.0
CO,2017,C,5607154,1.0,0.0,3.0,3.0,0.0
CO,2018,C,"5,695,564",1.0,0.0,1.0,1.0,1.0
CO,2019,0,0,1.0,1.0,0.0,1.0,0.0
CT,1974,0,0,1.0,0.0,2.0,2.0,0.0
CT,1978,0,0,1.0,1.0,0.0,1.0,1.0
CT,1980,0,0,1.0,0.0,2.0,2.0,0.0
CT,1981,0,0,1.0,0.0,1.0,1.0,0.0
CT,1984,0,0,1.0,0.0,1.0,1.0,1.0
CT,1985,0,0,2.0,1.0,3.0,4.0,1.0
CT,1993,0,0,2.0,2.0,0.0,2.0,0.0
CT,2007,0,0,2.0,0.0,2.0,2.0,1.0
CT,2009,0,0,2.0,0.0,1.0,1.0,2.0
CT,2010,0,3580171,0.0,0.0,0.0,0.0,0.0
CT,2011,0,3591927,0.0,0.0,0.0,0.0,0.0
CT,2012,B,3597705,1.0,28.0,2.0,30.0,0.0
CT,2013,A-,3602470,0.0,0.0,0.0,0.0,0.0
CT,2014,A-,3600188,1.0,0.0,1.0,1.0,0.0
CT,2015,A-,3593862,1.0,1.0,3.0,4.0,0.0
CT,2016,A-,3587685,1.0,0.0,1.0,1.0,0.0
CT,2017,A-,3588184,0.0,0.0,0.0,0.0,0.0
CT,2018,A-,"3,572,665",0.0,0.0,0.0,0.0,0.0
DC,1970,0,0,3.0,1.0,1.0,2.0,3.0
DC,1972,0,0,1.0,1.0,0.0,1.0,1.0
DC,1980,0,0,2.0,1.0,1.0,2.0,1.0
DC,1989,0,0,1.0,0.0,4.0,4.0,1.0
DC,1993,0,0,3.0,3.0,1.0,4.0,1.0
DC,1994,0,0,4.0,2.0,0.0,2.0,2.0
DC,1995,0,0,1.0,1.0,2.0,3.0,1.0
DC,1996,0,0,2.0,2.0,0.0,2.0,0.0
DC,2003,0,0,2.0,1.0,2.0,3.0,1.0
DC,2004,0,0,1.0,1.0,1.0,2.0,0.0
DC,2006,0,0,3.0,0.0,3.0,3.0,2.0
DC,2010,0,605040,0.0,0.0,0.0,0.0,0.0
DC,2011,0,620336,0.0,0.0,0.0,0.0,0.0
DC,2012,0,635630,0.0,0.0,0.0,0.0,0.0
DC,2013,0,650114,0.0,0.0,0.0,0.0,0.0
DC,2014,0,660797,0.0,0.0,0.0,0.0,0.0
DC,2015,0,672736,0.0,0.0,0.0,0.0,0.0
DC,2016,0,684336,0.0,0.0,0.0,0.0,0.0
DC,2017,0,693972,0.0,0.0,0.0,0.0,0.0
DC,2018,0,"702,455",0.0,0.0,0.0,0.0,0.0
DE,1970,0,0,1.0,1.0,0.0,1.0,1.0
DE,1978,0,0,1.0,1.0,0.0,1.0,1.0
DE,1993,0,0,1.0,1.0,0.0,1.0,1.0
DE,2006,0,0,2.0,0.0,2.0,2.0,1.0
DE,2009,0,0,1.0,0.0,2.0,2.0,1.0
DE,2010,0,899712,0.0,0.0,0.0,0.0,0.0
DE,2011,0,907884,0.0,0.0,0.0,0.0,0.0
DE,2012,C,916868,0.0,0.0,0.0,0.0,0.0
DE,2013,B-,925114,0.0,0.0,0.0,0.0,0.0
DE,2014,B-,934805,0.0,0.0,0.0,0.0,0.0
DE,2015,B,944107,0.0,0.0,0.0,0.0,0.0
DE,2016,B,952698,1.0,0.0,0.0,0.0,1.0
DE,2017,B,961939,0.0,0.0,0.0,0.0,0.0
DE,2018,B,"967,171",1.0,1.0,0.0,1.0,0.0
FL,1970,0,0,2.0,1.0,1.0,2.0,1.0
FL,1972,0,0,1.0,0.0,1.0,1.0,0.0
FL,1974,0,0,1.0,0.0,0.0,0.0,0.0
FL,1976,0,0,2.0,0.0,5.0,5.0,1.0
FL,1977,0,0,2.0,1.0,0.0,1.0,0.0
FL,1979,0,0,1.0,0.0,1.0,1.0,1.0
FL,1980,0,0,1.0,0.0,1.0,1.0,0.0
FL,1981,0,0,2.0,1.0,1.0,2.0,1.0
FL,1982,0,0,1.0,0.0,1.0,1.0,1.0
FL,1983,0,0,2.0,0.0,2.0,2.0,2.0
FL,1985,0,0,1.0,0.0,1.0,1.0,1.0
FL,1986,0,0,1.0,0.0,1.0,1.0,1.0
FL,1987,0,0,3.0,2.0,0.0,2.0,2.0
FL,1988,0,0,6.0,1.0,10.0,11.0,4.0
FL,1992,0,0,1.0,0.0,1.0,1.0,1.0
FL,1993,0,0,2.0,2.0,0.0,2.0,1.0
FL,1994,0,0,1.0,1.0,0.0,1.0,1.0
FL,1995,0,0,5.0,3.0,3.0,6.0,4.0
FL,1997,0,0,5.0,3.0,3.0,6.0,3.0
FL,1998,0,0,4.0,2.0,5.0,7.0,1.0
FL,1999,0,0,1.0,0.0,1.0,1.0,1.0
FL,2000,0,0,3.0,3.0,0.0,3.0,2.0
FL,2003,0,0,1.0,1.0,2.0,3.0,1.0
FL,2004,0,0,2.0,0.0,1.0,1.0,2.0
FL,2005,0,0,3.0,1.0,2.0,3.0,2.0
FL,2006,0,0,3.0,4.0,0.0,4.0,0.0
FL,2007,0,0,2.0,0.0,1.0,1.0,1.0
FL,2008,0,0,2.0,2.0,0.0,2.0,2.0
FL,2009,0,0,1.0,0.0,0.0,0.0,0.0
FL,2010,0,18846461,0.0,0.0,0.0,0.0,0.0
FL,2011,0,19097369,1.0,0.0,1.0,1.0,1.0
FL,2012,D-,19341327,1.0,2.0,0.0,2.0,0.0
FL,2013,F,19584927,5.0,3.0,4.0,7.0,4.0
FL,2014,F,19897747,4.0,3.0,2.0,5.0,2.0
FL,2015,F,20268567,4.0,0.0,6.0,6.0,3.0
FL,2016,F,20656589,2.0,0.0,1.0,1.0,2.0
FL,2017,F,20984400,2.0,1.0,0.0,1.0,2.0
FL,2018,C-,"21,299,325",6.0,18.0,23.0,41.0,3.0
GA,1975,0,0,1.0,0.0,1.0,1.0,1.0
GA,1982,0,0,1.0,1.0,0.0,1.0,1.0
GA,1986,0,0,1.0,0.0,1.0,1.0,1.0
GA,1988,0,0,1.0,0.0,2.0,2.0,0.0
GA,1993,0,0,4.0,4.0,1.0,5.0,0.0
GA,1994,0,0,1.0,1.0,0.0,1.0,1.0
GA,1996,0,0,2.0,2.0,0.0,2.0,0.0
GA,1999,0,0,4.0,4.0,6.0,10.0,4.0
GA,2000,0,0,1.0,2.0,1.0,3.0,0.0
GA,2005,0,0,2.0,0.0,3.0,3.0,1.0
GA,2006,0,0,2.0,1.0,2.0,3.0,1.0
GA,2007,0,0,1.0,0.0,1.0,1.0,1.0
GA,2008,0,0,1.0,0.0,1.0,1.0,1.0
GA,2010,0,9712696,0.0,0.0,0.0,0.0,0.0
GA,2011,0,9810595,0.0,0.0,0.0,0.0,0.0
GA,2012,D,9911171,1.0,1.0,0.0,1.0,1.0
GA,2013,F,9981773,4.0,0.0,3.0,3.0,2.0
GA,2014,F,10083850,2.0,1.0,0.0,1.0,0.0
GA,2015,F,10199533,3.0,0.0,1.0,1.0,3.0
GA,2016,F,10313620,1.0,0.0,1.0,1.0,1.0
GA,2017,F,10429379,3.0,0.0,3.0,3.0,3.0
GA,2018,F,"10,519,475",4.0,1.0,3.0,4.0,3.0
GA,2019,0,0,1.0,0.0,1.0,1.0,1.0
HI,1988,0,0,1.0,0.0,1.0,1.0,1.0
HI,2010,0,1363817,0.0,0.0,0.0,0.0,0.0
HI,2011,0,1378323,1.0,0.0,1.0,1.0,1.0
HI,2012,B,1392772,0.0,0.0,0.0,0.0,0.0
HI,2013,B+,1408038,0.0,0.0,0.0,0.0,0.0
HI,2014,B+,1417710,1.0,0.0,2.0,2.0,1.0
HI,2015,B+,1426320,0.0,0.0,0.0,0.0,0.0
HI,2016,A-,1428683,0.0,0.0,0.0,0.0,0.0
HI,2017,A-,1427538,0.0,0.0,0.0,0.0,0.0
HI,2018,A-,"1,420,491",0.0,0.0,0.0,0.0,0.0
IA,1970,0,0,1.0,0.0,1.0,1.0,1.0
IA,1984,0,0,1.0,2.0,0.0,2.0,1.0
IA,1994,0,0,2.0,1.0,1.0,2.0,1.0
IA,2003,0,0,1.0,0.0,1.0,1.0,1.0
IA,2009,0,0,1.0,1.0,0.0,1.0,1.0
IA,2010,0,3050223,0.0,0.0,0.0,0.0,0.0
IA,2011,0,3063690,0.0,0.0,0.0,0.0,0.0
IA,2012,C-,3074386,0.0,0.0,0.0,0.0,0.0
IA,2013,C-,3089876,1.0,1.0,0.0,1.0,1.0
IA,2014,C-,3105563,2.0,0.0,2.0,2.0,1.0
IA,2015,C-,3118473,0.0,0.0,0.0,0.0,0.0
IA,2016,C,3130869,1.0,1.0,0.0,1.0,1.0
IA,2017,C-,3145711,0.0,0.0,0.0,0.0,0.0
IA,2018,C,"3,156,145",2.0,0.0,0.0,0.0,2.0
ID,1999,0,0,1.0,0.0,0.0,0.0,0.0
ID,2010,0,1570912,0.0,0.0,0.0,0.0,0.0
ID,2011,0,1583180,0.0,0.0,0.0,0.0,0.0
ID,2012,F,1594673,0.0,0.0,0.0,0.0,0.0
ID,2013,F,1610187,0.0,0.0,0.0,0.0,0.0
ID,2014,F,1630391,0.0,0.0,0.0,0.0,0.0
ID,2015,F,1649324,0.0,0.0,0.0,0.0,0.0
ID,2016,F,1680026,1.0,0.0,0.0,0.0,1.0
ID,2017,F,1716943,0.0,0.0,0.0,0.0,0.0
ID,2018,F,"1,754,208",0.0,0.0,0.0,0.0,0.0
IL,1970,0,0,1.0,0.0,2.0,2.0,0.0
IL,1972,0,0,2.0,2.0,0.0,2.0,0.0
IL,1973,0,0,2.0,3.0,0.0,3.0,2.0
IL,1974,0,0,1.0,1.0,3.0,4.0,0.0
IL,1975,0,0,1.0,0.0,1.0,1.0,1.0
IL,1977,0,0,4.0,1.0,8.0,9.0,2.0
IL,1978,0,0,1.0,2.0,2.0,4.0,0.0
IL,1983,0,0,3.0,1.0,2.0,3.0,2.0
IL,1986,0,0,1.0,0.0,1.0,1.0,0.0
IL,1987,0,0,3.0,1.0,2.0,3.0,2.0
IL,1988,0,0,3.0,7.0,9.0,16.0,1.0
IL,1991,0,0,1.0,0.0,1.0,1.0,1.0
IL,1992,0,0,4.0,3.0,4.0,7.0,3.0
IL,1993,0,0,4.0,4.0,0.0,4.0,1.0
IL,1994,0,0,1.0,0.0,1.0,1.0,0.0
IL,1999,0,0,2.0,2.0,2.0,4.0,2.0
IL,2000,0,0,1.0,0.0,1.0,1.0,1.0
IL,2002,0,0,2.0,1.0,4.0,5.0,0.0
IL,2003,0,0,2.0,1.0,1.0,2.0,1.0
IL,2004,0,0,1.0,1.0,0.0,1.0,1.0
IL,2005,0,0,4.0,0.0,4.0,4.0,3.0
IL,2006,0,0,1.0,0.0,1.0,1.0,0.0
IL,2007,0,0,3.0,0.0,4.0,4.0,1.0
IL,2009,0,0,4.0,1.0,10.0,11.0,3.0
IL,2010,0,12841196,0.0,0.0,0.0,0.0,0.0
IL,2011,0,12862298,0.0,0.0,0.0,0.0,0.0
IL,2012,B-,12878494,2.0,1.0,0.0,1.0,0.0
IL,2013,B,12890403,1.0,0.0,1.0,1.0,1.0
IL,2014,B+,12882438,1.0,0.0,1.0,1.0,1.0
IL,2015,B+,12862051,0.0,0.0,0.0,0.0,0.0
IL,2016,B+,12835726,2.0,1.0,1.0,2.0,2.0
IL,2017,B+,12802023,2.0,0.0,3.0,3.0,0.0
IL,2018,B+,"12,741,080",3.0,0.0,7.0,7.0,0.0
IN,1972,0,0,1.0,1.0,0.0,1.0,1.0
IN,1974,0,0,1.0,1.0,0.0,1.0,1.0
IN,1979,0,0,1.0,0.0,1.0,1.0,0.0
IN,1980,0,0,1.0,0.0,1.0,1.0,0.0
IN,1981,0,0,1.0,0.0,1.0,1.0,1.0
IN,1983,0,0,1.0,0.0,1.0,1.0,1.0
IN,1987,0,0,1.0,0.0,1.0,1.0,1.0
IN,1989,0,0,1.0,1.0,0.0,1.0,1.0
IN,1990,0,0,1.0,0.0,0.0,0.0,1.0
IN,1997,0,0,1.0,1.0,2.0,3.0,0.0
IN,1998,0,0,2.0,0.0,2.0,2.0,1.0
IN,2001,0,0,1.0,1.0,0.0,1.0,1.0
IN,2004,0,0,2.0,0.0,1.0,1.0,1.0
IN,2006,0,0,2.0,2.0,0.0,2.0,2.0
IN,2010,0,6490029,0.0,0.0,0.0,0.0,0.0
IN,2011,0,6515358,2.0,0.0,1.0,1.0,2.0
IN,2012,F,6535665,0.0,0.0,0.0,0.0,0.0
IN,2013,D-,6567484,0.0,0.0,0.0,0.0,0.0
IN,2014,D-,6593182,1.0,2.0,0.0,2.0,0.0
IN,2015,D,6610596,0.0,0.0,0.0,0.0,0.0
IN,2016,D-,6634007,2.0,0.0,1.0,1.0,2.0
IN,2017,D-,6666818,0.0,0.0,0.0,0.0,0.0
IN,2018,D-,"6,691,878",2.0,1.0,2.0,3.0,1.0
KS,1985,0,0,1.0,1.0,3.0,4.0,0.0
KS,1991,0,0,1.0,0.0,2.0,2.0,1.0
KS,1993,0,0,1.0,0.0,1.0,1.0,0.0
KS,1995,0,0,1.0,2.0,0.0,2.0,0.0
KS,2010,0,2858403,1.0,1.0,1.0,2.0,0.0
KS,2011,0,2868756,0.0,0.0,0.0,0.0,0.0
KS,2012,F,2885316,0.0,0.0,0.0,0.0,0.0
KS,2013,F,2892900,0.0,0.0,0.0,0.0,0.0
